Date,Type,Symbol,Security,Shares,Quote,Amount,Fees,Taxes,Net Transaction Value,Account,Offset Account,Note
2026-02-06 00:00:00,Sell,6285.TW,啟碁,25,171.50,"4,287.50",6.00,12.00,"4,269.50",永豐大戶投,永豐台中分行,
2026-02-06 00:00:00,Sell,6488.TWO,環球晶,7,464.00,"3,248.00",4.00,9.00,"3,235.00",永豐大戶投,永豐台中分行,
2026-02-06 00:00:00,Sell,3227.TWO,原相,8,187.00,"1,496.00",2.00,4.00,"1,490.00",永豐大戶投,永豐台中分行,
2026-02-06 00:00:00,Buy,7734.TWO,印能科技,1,"1,330.00","1,330.00",1.00,,"1,331.00",永豐大戶投,永豐台中分行,
2026-02-06 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00038408,"USD 65,090.61",USD 25.00,,,USD 25.00,Binance,Binance,
2026-02-06 00:00:00,Buy,ETH-USD,Ethereum USD,0.00523358,"USD 1,910.74",USD 10.00,,,USD 10.00,Binance,Binance,
2026-02-06 00:00:00,Buy,BNB-USD,BNB USD,0.0080327,USD 622.46,USD 5.00,,,USD 5.00,Binance,Binance,
2026-02-06 00:00:00,Buy,LINK,Chainlink,0.49311917,USD 8.11,USD 4.00,,,USD 4.00,Binance,Binance,
2026-02-06 00:00:00,Buy,AVAX,Avalanche,0.29939053,USD 8.35,USD 2.50,,,USD 2.50,Binance,Binance,
2026-02-06 00:00:00,Buy,SOL-USD,Solana USD,0.03234246,USD 77.30,USD 2.50,,,USD 2.50,Binance,Binance,
2026-02-06 00:00:00,Buy,TAO22974-USD,TAO,0.00614172,USD 162.82,USD 1.00,,,USD 1.00,Binance,Binance,
2026-02-05 00:00:00,Sell,6488.TWO,環球晶,8,465.00,"3,720.00",5.00,11.00,"3,704.00",永豐大戶投,永豐台中分行,
2026-02-05 00:00:00,Buy,7734.TWO,印能科技,1,"1,285.00","1,285.00",1.00,,"1,286.00",永豐大戶投,永豐台中分行,
2026-02-05 00:00:00,Dividend,SHY,SHY,27,,USD 6.75,,USD 2.03,USD 4.72,Firstrade,,
2026-02-04 00:00:00,Buy,3491.TWO,昇達科,1,"1,370.00","1,370.00",1.00,,"1,371.00",永豐大戶投,永豐台中分行,
2026-02-04 00:00:00,Buy,7734.TWO,印能科技,1,"1,325.00","1,325.00",1.00,,"1,326.00",永豐大戶投,永豐台中分行,
2026-02-04 00:00:00,Buy,7734.TWO,印能科技,1,"1,320.00","1,320.00",1.00,,"1,321.00",永豐大戶投,永豐台中分行,
2026-02-04 00:00:00,Buy,6285.TW,啟碁,5,202.00,"1,010.00",1.00,,"1,011.00",永豐大戶投,永豐台中分行,
2026-02-04 00:00:00,Buy,2313.TW,華通,5,190.00,950.00,1.00,,951.00,永豐大戶投,永豐台中分行,
2026-02-03 00:00:00,Buy,3491.TWO,昇達科,1,"1,245.00","1,245.00",1.00,,"1,246.00",永豐大戶投,永豐台中分行,
2026-02-03 00:00:00,Buy,6285.TW,啟碁,5,196.00,980.00,1.00,,981.00,永豐大戶投,永豐台中分行,
2026-02-03 00:00:00,Deposit,,,,,USD 157.32,,,USD 157.32,Binance,,
2026-02-03 00:00:00,Sell,IGV,"iShares Expanded Tech-Software ",1,USD 85.50,USD 85.50,,,USD 85.50,Firstrade,Firstrade,
2026-02-02 00:00:00,Sell,6488.TWO,環球晶,5,475.00,"2,375.00",3.00,7.00,"2,365.00",永豐大戶投,永豐台中分行,
2026-02-02 00:00:00,Buy,8299.TWO,群聯,1,"2,145.00","2,145.00",3.00,,"2,148.00",永豐大戶投,永豐台中分行,
2026-02-02 00:00:00,Sell,6739.TWO,竹陞科技,2,903.00,"1,806.00",2.00,5.00,"1,799.00",永豐大戶投,永豐台中分行,
2026-02-02 00:00:00,Buy,7734.TWO,印能科技,1,"1,180.00","1,180.00",1.00,,"1,181.00",永豐大戶投,永豐台中分行,
2026-02-02 00:00:00,Sell,SHY,SHY,2,USD 82.71,USD 165.42,,,USD 165.42,Firstrade,Firstrade,
2026-02-02 00:00:00,Buy,PI,"Impinj, Inc.",1,USD 148.90,USD 148.90,,,USD 148.90,Firstrade,Firstrade,
2026-02-02 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00025667,"USD 77,921.07",USD 20.00,,,USD 20.00,Binance,Binance,
2026-02-02 00:00:00,Buy,ETH-USD,Ethereum USD,0.00347805,"USD 2,300.14",USD 8.00,,,USD 8.00,Binance,Binance,
2026-02-02 00:00:00,Buy,BNB-USD,BNB USD,0.00521861,USD 766.49,USD 4.00,,,USD 4.00,Binance,Binance,
2026-02-02 00:00:00,Buy,LINK,Chainlink,0.33486817,USD 9.56,USD 3.20,,,USD 3.20,Binance,Binance,
2026-02-02 00:00:00,Buy,AVAX,Avalanche,0.19921012,USD 10.04,USD 2.00,,,USD 2.00,Binance,Binance,
2026-02-02 00:00:00,Buy,SOL-USD,Solana USD,0.01946309,USD 102.76,USD 2.00,,,USD 2.00,Binance,Binance,
2026-02-02 00:00:00,Buy,TAO22974-USD,TAO,0.00414297,USD 193.10,USD 0.80,,,USD 0.80,Binance,Binance,
2026-01-30 00:00:00,Sell,6488.TWO,環球晶,5,493.00,"2,465.00",3.00,7.00,"2,455.00",永豐大戶投,永豐台中分行,
2026-01-30 00:00:00,Dividend,2454.TW,聯發科,19,,551.00,10.00,,541.00,永豐台中分行,,
2026-01-30 00:00:00,Dividend,6488.TWO,環球晶,20,,40.00,10.00,,30.00,永豐台中分行,,
2026-01-29 00:00:00,Sell,6488.TWO,環球晶,5,497.00,"2,485.00",3.00,7.00,"2,475.00",永豐大戶投,永豐台中分行,
2026-01-29 00:00:00,Sell,6488.TWO,環球晶,5,492.00,"2,460.00",3.00,7.00,"2,450.00",永豐大戶投,永豐台中分行,
2026-01-28 00:00:00,Sell,2480.TW,敦陽科,35,140.00,"4,900.00",6.00,14.00,"4,880.00",永豐大戶投,永豐台中分行,
2026-01-28 00:00:00,Buy,2313.TW,華通,5,172.00,860.00,1.00,,861.00,永豐大戶投,永豐台中分行,
2026-01-27 00:00:00,Sell,2481.TW,強茂,60,89.20,"5,352.00",7.00,16.00,"5,329.00",永豐大戶投,永豐台中分行,
2026-01-27 00:00:00,Sell,4958.TW,臻鼎-KY,10,167.50,"1,675.00",2.00,5.00,"1,668.00",永豐大戶投,永豐台中分行,
2026-01-27 00:00:00,Buy,6285.TW,啟碁,10,158.00,"1,580.00",2.00,,"1,582.00",永豐大戶投,永豐台中分行,
2026-01-27 00:00:00,Buy,3665.TW,貿聯-KY,1,"1,435.00","1,435.00",2.00,,"1,437.00",永豐大戶投,永豐台中分行,
2026-01-27 00:00:00,Buy,3491.TWO,昇達科,1,"1,110.00","1,110.00",1.00,,"1,111.00",永豐大戶投,永豐台中分行,
2026-01-27 00:00:00,Buy,7734.TWO,印能科技,1,"1,070.00","1,070.00",1.00,,"1,071.00",永豐大戶投,永豐台中分行,
2026-01-27 00:00:00,Buy,2313.TW,華通,5,172.50,862.50,1.00,,863.50,永豐大戶投,永豐台中分行,
2026-01-26 00:00:00,Sell,4958.TW,臻鼎-KY,10,166.00,"1,660.00",2.00,4.00,"1,654.00",永豐大戶投,永豐台中分行,
2026-01-26 00:00:00,Buy,6285.TW,啟碁,5,168.00,840.00,1.00,,841.00,永豐大戶投,永豐台中分行,
2026-01-26 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00017152,"USD 87,453.36",USD 15.00,,,USD 15.00,Binance,Binance,
2026-01-26 00:00:00,Buy,ETH-USD,Ethereum USD,0.00210692,"USD 2,847.76",USD 6.00,,,USD 6.00,Binance,Binance,
2026-01-26 00:00:00,Buy,BNB-USD,BNB USD,0.00344952,USD 869.69,USD 3.00,,,USD 3.00,Binance,Binance,
2026-01-26 00:00:00,Buy,LINK,Chainlink,0.20486991,USD 11.71,USD 2.40,,,USD 2.40,Binance,Binance,
2026-01-26 00:00:00,Buy,AVAX,Avalanche,0.12931241,USD 11.60,USD 1.50,,,USD 1.50,Binance,Binance,
2026-01-26 00:00:00,Buy,SOL-USD,Solana USD,0.01244635,USD 120.52,USD 1.50,,,USD 1.50,Binance,Binance,
2026-01-26 00:00:00,Buy,TAO22974-USD,TAO,0.00263674,USD 227.55,USD 0.60,,,USD 0.60,Binance,Binance,
2026-01-23 00:00:00,Sell,2481.TW,強茂,60,92.40,"5,544.00",7.00,16.00,"5,521.00",永豐大戶投,永豐台中分行,
2026-01-22 00:00:00,Sell,2357.TW,華碩,9,510.00,"4,590.00",6.00,13.00,"4,571.00",永豐大戶投,永豐台中分行,
2026-01-21 00:00:00,Sell,6488.TWO,環球晶,8,497.50,"3,980.00",5.00,11.00,"3,964.00",永豐大戶投,永豐台中分行,
2026-01-21 00:00:00,Sell,4958.TW,臻鼎-KY,20,160.50,"3,210.00",4.00,9.00,"3,197.00",永豐大戶投,永豐台中分行,
2026-01-20 00:00:00,Sell,2480.TW,敦陽科,35,141.00,"4,935.00",7.00,15.00,"4,913.00",永豐大戶投,永豐台中分行,
2026-01-20 00:00:00,Sell,SHY,SHY,2,USD 82.81,USD 165.62,,,USD 165.62,Firstrade,Firstrade,
2026-01-20 00:00:00,Buy,PI,"Impinj, Inc.",1,USD 156.60,USD 156.60,,,USD 156.60,Firstrade,Firstrade,
2026-01-19 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00016064,"USD 93,376.49",USD 15.00,,,USD 15.00,Binance,Binance,
2026-01-19 00:00:00,Buy,ETH-USD,Ethereum USD,0.00185509,"USD 3,234.34",USD 6.00,,,USD 6.00,Binance,Binance,
2026-01-19 00:00:00,Buy,SOL-USD,Solana USD,0.02227546,USD 134.68,USD 3.00,,,USD 3.00,Binance,Binance,
2026-01-19 00:00:00,Buy,LINK,Chainlink,0.18621382,USD 12.89,USD 2.40,,,USD 2.40,Binance,Binance,
2026-01-19 00:00:00,Buy,AVAX,Avalanche,0.11903197,USD 12.60,USD 1.50,,,USD 1.50,Binance,Binance,
2026-01-19 00:00:00,Buy,BNB-USD,BNB USD,0.0016281,USD 921.32,USD 1.50,,,USD 1.50,Binance,Binance,
2026-01-19 00:00:00,Buy,TAO22974-USD,TAO,0.00238149,USD 251.94,USD 0.60,,,USD 0.60,Binance,Binance,
2026-01-16 00:00:00,Sell,5371.TWO,中光電,25,91.20,"2,280.00",3.00,6.00,"2,271.00",永豐大戶投,永豐台中分行,
2026-01-16 00:00:00,Buy,4958.TW,臻鼎-KY,10,175.00,"1,750.00",2.00,,"1,752.00",永豐大戶投,永豐台中分行,
2026-01-16 00:00:00,Buy,6488.TWO,環球晶,2,481.50,963.00,1.00,,964.00,永豐大戶投,永豐台中分行,
2026-01-15 00:00:00,Sell,5371.TWO,中光電,25,91.10,"2,277.50",3.00,6.00,"2,268.50",永豐大戶投,永豐台中分行,
2026-01-15 00:00:00,Buy,4958.TW,臻鼎-KY,10,168.00,"1,680.00",2.00,,"1,682.00",永豐大戶投,永豐台中分行,
2026-01-15 00:00:00,Buy,6488.TWO,環球晶,2,491.00,982.00,1.00,,983.00,永豐大戶投,永豐台中分行,
2026-01-15 00:00:00,Buy,SHY,SHY,2,USD 82.83,USD 165.66,,,USD 165.66,Firstrade,Firstrade,
2026-01-14 00:00:00,Buy,6488.TWO,環球晶,2,504.00,"1,008.00",1.00,,"1,009.00",永豐大戶投,永豐台中分行,
2026-01-14 00:00:00,Buy,6488.TWO,環球晶,2,500.00,"1,000.00",1.00,,"1,001.00",永豐大戶投,永豐台中分行,
2026-01-13 00:00:00,Dividend,8299.TWO,群聯,30,,187.00,10.00,,177.00,永豐台中分行,,
2026-01-13 00:00:00,Deposit,,,,,USD 94.43,,,USD 94.43,Binance,,
2026-01-12 00:00:00,Sell,8299.TWO,群聯,5,"1,685.00","8,425.00",12.00,25.00,"8,388.00",永豐大戶投,永豐台中分行,
2026-01-12 00:00:00,Sell,5371.TWO,中光電,40,89.10,"3,564.00",5.00,10.00,"3,549.00",永豐大戶投,永豐台中分行,
2026-01-12 00:00:00,Buy,6488.TWO,環球晶,5,457.50,"2,287.50",3.00,,"2,290.50",永豐大戶投,永豐台中分行,
2026-01-12 00:00:00,Sell,6510.TWO,精測,1,"2,175.00","2,175.00",3.00,6.00,"2,166.00",永豐大戶投,永豐台中分行,
2026-01-12 00:00:00,Buy,7734.TWO,印能科技,1,999.00,999.00,1.00,,"1,000.00",永豐大戶投,永豐台中分行,
2026-01-12 00:00:00,Sell,CLS,"Celestica, Inc.",1,USD 305.00,USD 305.00,,,USD 305.00,Firstrade,Firstrade,
2026-01-12 00:00:00,Buy,NET,"Cloudflare, Inc.",1,USD 182.00,USD 182.00,,,USD 182.00,Firstrade,Firstrade,
2026-01-09 00:00:00,Sell,2308.TW,台達電,10,"1,005.00","10,050.00",14.00,30.00,"10,006.00",永豐大戶投,永豐台中分行,
2026-01-08 00:00:00,Buy,3665.TW,貿聯-KY,1,"1,440.00","1,440.00",1.00,,"1,441.00",永豐大戶投,永豐台中分行,
2026-01-08 00:00:00,Dividend,2330.TW,台積電,36,,180.00,10.00,,170.00,永豐台中分行,,
2026-01-07 00:00:00,Buy,3653.TW,健策,1,"2,500.00","2,500.00",3.00,,"2,503.00",永豐大戶投,永豐台中分行,
2026-01-07 00:00:00,Buy,6488.TWO,環球晶,5,458.00,"2,290.00",3.00,,"2,293.00",永豐大戶投,永豐台中分行,
2026-01-07 00:00:00,Buy,7734.TWO,印能科技,1,998.00,998.00,1.00,,999.00,永豐大戶投,永豐台中分行,
2026-01-06 00:00:00,Buy,6488.TWO,環球晶,5,429.50,"2,147.50",3.00,,"2,150.50",永豐大戶投,永豐台中分行,
2026-01-06 00:00:00,Buy,7734.TWO,印能科技,1,998.00,998.00,1.00,,999.00,永豐大戶投,永豐台中分行,
2026-01-06 00:00:00,Buy,7734.TWO,印能科技,1,997.00,997.00,1.00,,998.00,永豐大戶投,永豐台中分行,
2026-01-06 00:00:00,Buy,7734.TWO,印能科技,1,994.00,994.00,1.00,,995.00,永豐大戶投,永豐台中分行,
2026-01-06 00:00:00,Sell,2404.TW,漢唐,1,992.00,992.00,1.00,2.00,989.00,永豐大戶投,永豐台中分行,
2026-01-06 00:00:00,Sell,IGV,"iShares Expanded Tech-Software ",2,USD 103.91,USD 207.82,,,USD 207.82,Firstrade,Firstrade,
2026-01-06 00:00:00,Buy,NET,"Cloudflare, Inc.",1,USD 192.50,USD 192.50,,,USD 192.50,Firstrade,Firstrade,
2026-01-05 00:00:00,Sell,3227.TWO,原相,30,206.50,"6,195.00",6.00,18.00,"6,171.00",永豐大戶投,永豐台中分行,
2026-01-05 00:00:00,Buy,6488.TWO,環球晶,10,414.50,"4,145.00",4.00,,"4,149.00",永豐大戶投,永豐台中分行,
2026-01-05 00:00:00,Buy,3653.TW,健策,1,"2,570.00","2,570.00",3.00,,"2,573.00",永豐大戶投,永豐台中分行,
2026-01-05 00:00:00,Buy,7734.TWO,印能科技,2,"1,010.00","2,020.00",2.00,,"2,022.00",永豐大戶投,永豐台中分行,
2026-01-05 00:00:00,Sell,XLV,SPDR Select Sector Fund - Healt,3,USD 154.20,USD 462.60,,,USD 462.60,Firstrade,Firstrade,
2026-01-05 00:00:00,Buy,SHY,SHY,4,USD 82.89,USD 331.56,,,USD 331.56,Firstrade,Firstrade,
2026-01-05 00:00:00,Buy,PI,"Impinj, Inc.",1,USD 179.80,USD 179.80,,,USD 179.80,Firstrade,Firstrade,
2026-01-05 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00016152,"USD 92,867.76",USD 15.00,,,USD 15.00,Binance,Binance,
2026-01-05 00:00:00,Buy,ETH-USD,Ethereum USD,0.00188289,"USD 3,186.59",USD 6.00,,,USD 6.00,Binance,Binance,
2026-01-05 00:00:00,Buy,SOL-USD,Solana USD,0.02192777,USD 136.81,USD 3.00,,,USD 3.00,Binance,Binance,
2026-01-05 00:00:00,Buy,LINK,Chainlink,0.17602293,USD 13.63,USD 2.40,,,USD 2.40,Binance,Binance,
2026-01-05 00:00:00,Buy,BNB-USD,BNB USD,0.00165785,USD 904.79,USD 1.50,,,USD 1.50,Binance,Binance,
2026-01-05 00:00:00,Buy,AVAX,Avalanche,0.10436094,USD 14.37,USD 1.50,,,USD 1.50,Binance,Binance,
2026-01-05 00:00:00,Buy,TAO22974-USD,TAO,0.00222386,USD 269.80,USD 0.60,,,USD 0.60,Binance,Binance,
2026-01-02 00:00:00,Sell,2357.TW,華碩,15,562.00,"8,430.00",12.00,25.00,"8,393.00",永豐大戶投,永豐台中分行,
2025-12-31 00:00:00,Sell,0050.TW,元大台灣50,160,65.35,"10,456.00",15.00,10.00,"10,431.00",永豐大戶投,永豐台中分行,
2025-12-31 00:00:00,Sell,00631L.TW,元大台灣50正2,10,361.00,"3,610.00",5.00,4.00,"3,601.00",永豐大戶投,永豐台中分行,
2025-12-31 00:00:00,Buy,6488.TWO,環球晶,5,419.50,"2,097.50",3.00,,"2,100.50",永豐大戶投,永豐台中分行,
2025-12-31 00:00:00,Buy,3665.TW,貿聯-KY,1,"1,535.00","1,535.00",2.00,,"1,537.00",永豐大戶投,永豐台中分行,
2025-12-31 00:00:00,Dividend,XLV,SPDR Select Sector Fund - Healt,3,,USD 1.97,,USD 0.59,USD 1.38,Firstrade,,
2025-12-29 00:00:00,Buy,6488.TWO,環球晶,5,406.50,"2,032.50",2.00,,"2,034.50",永豐大戶投,永豐台中分行,
2025-12-29 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00016945,"USD 88,521.69",USD 15.00,,,USD 15.00,Binance,Binance,
2025-12-29 00:00:00,Buy,ETH-USD,Ethereum USD,0.0020075,"USD 2,988.79",USD 6.00,,,USD 6.00,Binance,Binance,
2025-12-29 00:00:00,Buy,SOL-USD,Solana USD,0.02347509,USD 127.80,USD 3.00,,,USD 3.00,Binance,Binance,
2025-12-29 00:00:00,Buy,LINK,Chainlink,0.1895477,USD 12.66,USD 2.40,,,USD 2.40,Binance,Binance,
2025-12-29 00:00:00,Buy,AVAX,Avalanche,0.11688584,USD 12.83,USD 1.50,,,USD 1.50,Binance,Binance,
2025-12-29 00:00:00,Buy,BNB-USD,BNB USD,0.00173016,USD 866.97,USD 1.50,,,USD 1.50,Binance,Binance,
2025-12-29 00:00:00,Buy,TAO22974-USD,TAO,0.00265206,USD 226.24,USD 0.60,,,USD 0.60,Binance,Binance,
2025-12-26 00:00:00,Sell,6139.TW,亞翔,2,562.00,"1,124.00",1.00,3.00,"1,120.00",永豐大戶投,永豐台中分行,
2025-12-24 00:00:00,Dividend,SHY,SHY,23,,USD 5.86,,USD 1.76,USD 4.10,Firstrade,,
2025-12-24 00:00:00,Dividend,NVDA,NVIDIA Corporation,3,,USD 0.03,,USD 0.01,USD 0.02,Firstrade,,
2025-12-23 00:00:00,Buy,8033.TW,雷虎,15,150.00,"2,250.00",3.00,,"2,253.00",永豐大戶投,永豐台中分行,
2025-12-22 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00016831,"USD 89,121.26",USD 15.00,,,USD 15.00,Binance,Binance,
2025-12-22 00:00:00,Buy,ETH-USD,Ethereum USD,0.00197064,"USD 3,044.70",USD 6.00,,,USD 6.00,Binance,Binance,
2025-12-22 00:00:00,Buy,SOL-USD,Solana USD,0.02351714,USD 127.57,USD 3.00,,,USD 3.00,Binance,Binance,
2025-12-22 00:00:00,Buy,LINK,Chainlink,0.19055249,USD 12.59,USD 2.40,,,USD 2.40,Binance,Binance,
2025-12-22 00:00:00,Buy,BNB-USD,BNB USD,0.00173261,USD 865.75,USD 1.50,,,USD 1.50,Binance,Binance,
2025-12-22 00:00:00,Buy,AVAX,Avalanche,0.12206236,USD 12.29,USD 1.50,,,USD 1.50,Binance,Binance,
2025-12-22 00:00:00,Buy,TAO22974-USD,TAO,0.00267451,USD 224.34,USD 0.60,,,USD 0.60,Binance,Binance,
2025-12-19 00:00:00,Buy,6442.TW,光聖,1,"1,200.00","1,200.00",1.00,,"1,201.00",永豐大戶投,永豐台中分行,
2025-12-19 00:00:00,Buy,6442.TW,光聖,1,"1,190.00","1,190.00",1.00,,"1,191.00",永豐大戶投,永豐台中分行,
2025-12-18 00:00:00,Buy,00631L.TW,元大台灣50正2,10,327.65,"3,276.50",4.00,,"3,280.50",永豐大戶投,永豐台中分行,
2025-12-18 00:00:00,Buy,6442.TW,光聖,1,"1,125.00","1,125.00",1.00,,"1,126.00",永豐大戶投,永豐台中分行,
2025-12-17 00:00:00,Buy,8033.TW,雷虎,15,139.50,"2,092.50",2.00,,"2,094.50",永豐大戶投,永豐台中分行,
2025-12-17 00:00:00,Buy,6488.TWO,環球晶,5,392.00,"1,960.00",2.00,,"1,962.00",永豐大戶投,永豐台中分行,
2025-12-17 00:00:00,Buy,6442.TW,光聖,1,"1,260.00","1,260.00",1.00,,"1,261.00",永豐大戶投,永豐台中分行,
2025-12-15 00:00:00,Buy,3653.TW,健策,1,"2,900.00","2,900.00",4.00,,"2,904.00",永豐大戶投,永豐台中分行,
2025-12-15 00:00:00,Buy,6510.TWO,精測,1,"2,330.00","2,330.00",3.00,,"2,333.00",永豐大戶投,永豐台中分行,
2025-12-15 00:00:00,Buy,6139.TW,亞翔,2,592.00,"1,184.00",1.00,,"1,185.00",永豐大戶投,永豐台中分行,
2025-12-15 00:00:00,Buy,3037.TW,欣興,5,221.50,"1,107.50",1.00,,"1,108.50",永豐大戶投,永豐台中分行,
2025-12-15 00:00:00,Buy,2404.TW,漢唐,1,940.00,940.00,1.00,,941.00,永豐大戶投,永豐台中分行,
2025-12-15 00:00:00,Buy,CLS,"Celestica, Inc.",1,USD 301.00,USD 301.00,,,USD 301.00,Firstrade,Firstrade,
2025-12-15 00:00:00,Buy,NVDA,NVIDIA Corporation,1,USD 177.20,USD 177.20,,,USD 177.20,Firstrade,Firstrade,
2025-12-15 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00016846,"USD 89,041.91",USD 15.00,,,USD 15.00,Binance,Binance,
2025-12-15 00:00:00,Buy,ETH-USD,Ethereum USD,0.0019398,"USD 3,093.10",USD 6.00,,,USD 6.00,Binance,Binance,
2025-12-15 00:00:00,Buy,SOL-USD,Solana USD,0.02286487,USD 131.21,USD 3.00,,,USD 3.00,Binance,Binance,
2025-12-15 00:00:00,Dividend,MCD,McDonald's Corporation,2,,USD 3.72,,USD 1.12,USD 2.60,Firstrade,,
2025-12-15 00:00:00,Buy,LINK,Chainlink,0.17865395,USD 13.43,USD 2.40,,,USD 2.40,Binance,Binance,
2025-12-15 00:00:00,Buy,BNB-USD,BNB USD,0.00169442,USD 885.26,USD 1.50,,,USD 1.50,Binance,Binance,
2025-12-15 00:00:00,Buy,AVAX,Avalanche,0.11548361,USD 12.99,USD 1.50,,,USD 1.50,Binance,Binance,
2025-12-15 00:00:00,Dividend,GOOG,Alphabet Inc.,5,,USD 1.05,,USD 0.32,USD 0.73,Firstrade,,
2025-12-15 00:00:00,Buy,TAO22974-USD,TAO,0.00211578,USD 283.58,USD 0.60,,,USD 0.60,Binance,Binance,
2025-12-12 00:00:00,Buy,8033.TW,雷虎,13,138.50,"1,800.50",2.00,,"1,802.50",永豐大戶投,永豐台中分行,
2025-12-12 00:00:00,Buy,6739.TWO,竹陞科技,2,815.00,"1,630.00",2.00,,"1,632.00",永豐大戶投,永豐台中分行,
2025-12-12 00:00:00,Buy,7722.TW,LINE PAY,2,583.00,"1,166.00",1.00,,"1,167.00",永豐大戶投,永豐台中分行,
2025-12-11 00:00:00,Buy,6488.TWO,環球晶,2,387.00,774.00,1.00,,775.00,永豐大戶投,永豐台中分行,
2025-12-11 00:00:00,Sell,CFLT,"Confluent, Inc.",16,USD 30.02,USD 480.32,,,USD 480.32,Firstrade,Firstrade,
2025-12-11 00:00:00,Deposit,,,,,USD 95.87,,,USD 95.87,Binance,,
2025-12-10 00:00:00,Dividend,CVX,Chevron Corporation,3,,USD 5.13,,USD 1.54,USD 3.59,Firstrade,,
2025-12-09 00:00:00,Buy,3037.TW,欣興,10,230.00,"2,300.00",3.00,,"2,303.00",永豐大戶投,永豐台中分行,
2025-12-09 00:00:00,Buy,4958.TW,臻鼎-KY,10,149.00,"1,490.00",2.00,,"1,492.00",永豐大戶投,永豐台中分行,
2025-12-09 00:00:00,Buy,5371.TWO,中光電,15,93.70,"1,405.50",2.00,,"1,407.50",永豐大戶投,永豐台中分行,
2025-12-09 00:00:00,Buy,6488.TWO,環球晶,3,384.50,"1,153.50",1.00,,"1,154.50",永豐大戶投,永豐台中分行,
2025-12-08 00:00:00,Buy,3037.TW,欣興,5,219.00,"1,095.00",1.00,,"1,096.00",永豐大戶投,永豐台中分行,
2025-12-08 00:00:00,Sell,AMZN,"Amazon.com, Inc.",1,USD 230.00,USD 230.00,,,USD 230.00,Firstrade,Firstrade,
2025-12-08 00:00:00,Buy,NVDA,NVIDIA Corporation,1,USD 184.95,USD 184.95,,,USD 184.95,Firstrade,Firstrade,
2025-12-08 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00019542,"USD 92,109.30",USD 18.00,,,USD 18.00,Binance,Binance,
2025-12-08 00:00:00,Buy,ETH-USD,Ethereum USD,0.00190425,"USD 3,150.85",USD 6.00,,,USD 6.00,Binance,Binance,
2025-12-08 00:00:00,Buy,SOL-USD,Solana USD,0.01114325,USD 134.61,USD 1.50,,,USD 1.50,Binance,Binance,
2025-12-08 00:00:00,Buy,LINK,Chainlink,0.06399167,USD 14.06,USD 0.90,,,USD 0.90,Binance,Binance,
2025-12-08 00:00:00,Buy,XRP-USD,XRP USD,0.42814728,USD 2.10,USD 0.90,,,USD 0.90,Binance,Binance,
2025-12-08 00:00:00,Buy,ADA-USD,Cardano USD,2.10529438,USD 0.43,USD 0.90,,,USD 0.90,Binance,Binance,
2025-12-08 00:00:00,Buy,TAO22974-USD,TAO,0.00312672,USD 287.84,USD 0.90,,,USD 0.90,Binance,Binance,
2025-12-08 00:00:00,Buy,AVAX,Avalanche,0.06565178,USD 13.71,USD 0.90,,,USD 0.90,Binance,Binance,
2025-12-04 00:00:00,Sell,8299.TWO,群聯,12,"1,035.00","12,420.00",17.00,37.00,"12,366.00",永豐大戶投,永豐台中分行,
2025-12-04 00:00:00,Buy,6488.TWO,環球晶,2,392.00,784.00,1.00,,785.00,永豐大戶投,永豐台中分行,
2025-12-04 00:00:00,Buy,NVDA,NVIDIA Corporation,1,USD 180.10,USD 180.10,,,USD 180.10,Firstrade,Firstrade,
2025-12-04 00:00:00,Dividend,SHY,SHY,24,,USD 5.97,,USD 1.79,USD 4.18,Firstrade,,
2025-12-03 00:00:00,Sell,SHY,SHY,1,USD 82.85,USD 82.85,,,USD 82.85,Firstrade,Firstrade,
2025-12-02 00:00:00,Buy,8033.TW,雷虎,7,142.50,997.50,1.00,,998.50,永豐大戶投,永豐台中分行,
2025-12-01 00:00:00,Buy,4958.TW,臻鼎-KY,15,149.00,"2,235.00",3.00,,"2,238.00",永豐大戶投,永豐台中分行,
2025-12-01 00:00:00,Buy,3037.TW,欣興,10,197.00,"1,970.00",2.00,,"1,972.00",永豐大戶投,永豐台中分行,
2025-12-01 00:00:00,Buy,6442.TW,光聖,1,"1,210.00","1,210.00",1.00,,"1,211.00",永豐大戶投,永豐台中分行,
2025-12-01 00:00:00,Buy,6442.TW,光聖,1,"1,205.00","1,205.00",1.00,,"1,206.00",永豐大戶投,永豐台中分行,
2025-12-01 00:00:00,Buy,6442.TW,光聖,1,"1,200.00","1,200.00",1.00,,"1,201.00",永豐大戶投,永豐台中分行,
2025-12-01 00:00:00,Buy,3037.TW,欣興,5,197.50,987.50,1.00,,988.50,永豐大戶投,永豐台中分行,
2025-12-01 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00020435,"USD 88,084.17",USD 18.00,,,USD 18.00,Binance,Binance,
