Date,Type,Symbol,Security,Shares,Quote,Amount,Fees,Taxes,Net Transaction Value,Account,Offset Account,Note
2025-12-01 00:00:00,Buy,ETH-USD,Ethereum USD,0.00209018,"USD 2,870.57",USD 6.00,,,USD 6.00,Binance,Binance,
2025-12-01 00:00:00,Buy,SOL-USD,Solana USD,0.01165793,USD 128.67,USD 1.50,,,USD 1.50,Binance,Binance,
2025-12-01 00:00:00,Buy,LINK,Chainlink,0.07271915,USD 12.38,USD 0.90,,,USD 0.90,Binance,Binance,
2025-12-01 00:00:00,Buy,ADA-USD,Cardano USD,2.29481641,USD 0.39,USD 0.90,,,USD 0.90,Binance,Binance,
2025-12-01 00:00:00,Buy,XRP-USD,XRP USD,0.43028861,USD 2.09,USD 0.90,,,USD 0.90,Binance,Binance,
2025-12-01 00:00:00,Buy,AVAX,Avalanche,0.06858472,USD 13.12,USD 0.90,,,USD 0.90,Binance,Binance,
2025-12-01 00:00:00,Buy,TAO22974-USD,TAO,0.00328928,USD 273.62,USD 0.90,,,USD 0.90,Binance,Binance,
2025-11-28 00:00:00,Buy,4958.TW,臻鼎-KY,35,144.50,"5,057.50",7.00,,"5,064.50",永豐大戶投,永豐台中分行,
2025-11-28 00:00:00,Buy,8033.TW,雷虎,10,140.00,"1,400.00",1.00,,"1,401.00",永豐大戶投,永豐台中分行,
2025-11-28 00:00:00,Buy,3037.TW,欣興,5,186.00,930.00,1.00,,931.00,永豐大戶投,永豐台中分行,
2025-11-28 00:00:00,Buy,NVDA,NVIDIA Corporation,1,USD 177.00,USD 177.00,,,USD 177.00,Firstrade,Firstrade,
2025-11-28 00:00:00,Sell,CVX,Chevron Corporation,1,USD 151.50,USD 151.50,,,USD 151.50,Firstrade,Firstrade,
2025-11-27 00:00:00,Buy,8299.TWO,群聯,1,"1,060.00","1,060.00",1.00,,"1,061.00",永豐大戶投,永豐台中分行,
2025-11-27 00:00:00,Buy,3227.TWO,原相,5,209.50,"1,047.50",1.00,,"1,048.50",永豐大戶投,永豐台中分行,
2025-11-27 00:00:00,Buy,5371.TWO,中光電,10,96.50,965.00,1.00,,966.00,永豐大戶投,永豐台中分行,
2025-11-27 00:00:00,Sell,CVX,Chevron Corporation,1,USD 150.00,USD 150.00,,,USD 150.00,Firstrade,Firstrade,
2025-11-26 00:00:00,Buy,3665.TW,貿聯-KY,1,"1,495.00","1,495.00",2.00,,"1,497.00",永豐大戶投,永豐台中分行,
2025-11-26 00:00:00,Buy,6488.TWO,環球晶,3,390.50,"1,171.50",1.00,,"1,172.50",永豐大戶投,永豐台中分行,
2025-11-26 00:00:00,Buy,8299.TWO,群聯,1,"1,025.00","1,025.00",1.00,,"1,026.00",永豐大戶投,永豐台中分行,
2025-11-26 00:00:00,Buy,8299.TWO,群聯,1,"1,010.00","1,010.00",1.00,,"1,011.00",永豐大戶投,永豐台中分行,
2025-11-26 00:00:00,Buy,NVDA,NVIDIA Corporation,1,USD 180.00,USD 180.00,,,USD 180.00,Firstrade,Firstrade,
2025-11-25 00:00:00,Buy,8033.TW,雷虎,20,130.00,"2,600.00",3.00,,"2,603.00",永豐大戶投,永豐台中分行,
2025-11-25 00:00:00,Buy,3037.TW,欣興,15,168.50,"2,527.50",3.00,,"2,530.50",永豐大戶投,永豐台中分行,
2025-11-25 00:00:00,Buy,2480.TW,敦陽科,14,148.50,"2,079.00",2.00,,"2,081.00",永豐大戶投,永豐台中分行,
2025-11-25 00:00:00,Buy,3665.TW,貿聯-KY,1,"1,550.00","1,550.00",2.00,,"1,552.00",永豐大戶投,永豐台中分行,
2025-11-25 00:00:00,Buy,3665.TW,貿聯-KY,1,"1,485.00","1,485.00",2.00,,"1,487.00",永豐大戶投,永豐台中分行,
2025-11-25 00:00:00,Buy,NVDA,NVIDIA Corporation,1,USD 175.70,USD 175.70,,,USD 175.70,Firstrade,Firstrade,
2025-11-25 00:00:00,Sell,CVX,Chevron Corporation,1,USD 148.55,USD 148.55,,,USD 148.55,Firstrade,Firstrade,
2025-11-25 00:00:00,Buy,IGV,"iShares Expanded Tech-Software ",1,USD 101.53,USD 101.53,,,USD 101.53,Firstrade,Firstrade,
2025-11-24 00:00:00,Buy,0050.TW,元大台灣50,40,59.75,"2,390.00",3.00,,"2,393.00",永豐大戶投,永豐台中分行,
2025-11-24 00:00:00,Buy,0050.TW,元大台灣50,40,59.70,"2,388.00",3.00,,"2,391.00",永豐大戶投,永豐台中分行,
2025-11-24 00:00:00,Buy,5371.TWO,中光電,25,85.60,"2,140.00",3.00,,"2,143.00",永豐大戶投,永豐台中分行,
2025-11-24 00:00:00,Sell,SHY,SHY,2,USD 83.02,USD 166.03,,,USD 166.03,Firstrade,Firstrade,
2025-11-24 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00041229,"USD 87,317.18",USD 36.00,,,USD 36.00,Binance,Binance,
2025-11-24 00:00:00,Buy,ETH-USD,Ethereum USD,0.00427725,"USD 2,805.54",USD 12.00,,,USD 12.00,Binance,Binance,
2025-11-24 00:00:00,Buy,SOL-USD,Solana USD,0.02279712,USD 131.60,USD 3.00,,,USD 3.00,Binance,Binance,
2025-11-24 00:00:00,Buy,ADA-USD,Cardano USD,4.39576728,USD 0.41,USD 1.80,,,USD 1.80,Binance,Binance,
2025-11-24 00:00:00,Buy,LINK,Chainlink,0.14399654,USD 12.50,USD 1.80,,,USD 1.80,Binance,Binance,
2025-11-24 00:00:00,Buy,AVAX,Avalanche,0.13585802,USD 13.25,USD 1.80,,,USD 1.80,Binance,Binance,
2025-11-24 00:00:00,Buy,XRP-USD,XRP USD,0.87648286,USD 2.05,USD 1.80,,,USD 1.80,Binance,Binance,
2025-11-24 00:00:00,Buy,TAO22974-USD,TAO,0.00613404,USD 293.44,USD 1.80,,,USD 1.80,Binance,Binance,
2025-11-21 00:00:00,Buy,8033.TW,雷虎,20,113.00,"2,260.00",3.00,,"2,263.00",永豐大戶投,永豐台中分行,
2025-11-21 00:00:00,Buy,2308.TW,台達電,2,906.00,"1,812.00",2.00,,"1,814.00",永豐大戶投,永豐台中分行,
2025-11-21 00:00:00,Buy,2383.TW,台光電,1,"1,335.00","1,335.00",1.00,,"1,336.00",永豐大戶投,永豐台中分行,
2025-11-21 00:00:00,Buy,2383.TW,台光電,1,"1,330.00","1,330.00",1.00,,"1,331.00",永豐大戶投,永豐台中分行,
2025-11-21 00:00:00,Buy,0050.TW,元大台灣50,20,60.00,"1,200.00",1.00,,"1,201.00",永豐大戶投,永豐台中分行,
2025-11-21 00:00:00,Buy,0050.TW,元大台灣50,20,59.90,"1,198.00",1.00,,"1,199.00",永豐大戶投,永豐台中分行,
2025-11-21 00:00:00,Buy,CLS,"Celestica, Inc.",1,USD 272.00,USD 272.00,,,USD 272.00,Firstrade,Firstrade,
2025-11-21 00:00:00,Sell,AMZN,"Amazon.com, Inc.",1,USD 217.00,USD 217.00,,,USD 217.00,Firstrade,Firstrade,
2025-11-21 00:00:00,Buy,MU,"Micron Technology, Inc.",1,USD 202.50,USD 202.50,,,USD 202.50,Firstrade,Firstrade,
2025-11-21 00:00:00,Sell,SHY,SHY,2,USD 83.00,USD 166.00,,,USD 166.00,Firstrade,Firstrade,
2025-11-21 00:00:00,Sell,IGV,"iShares Expanded Tech-Software ",1,USD 99.50,USD 99.50,,,USD 99.50,Firstrade,Firstrade,
2025-11-21 00:00:00,Sell,SHY,SHY,1,USD 82.99,USD 82.99,,,USD 82.99,Firstrade,Firstrade,
2025-11-19 00:00:00,Buy,2454.TW,聯發科,2,"1,185.00","2,370.00",3.00,,"2,373.00",永豐大戶投,永豐台中分行,
2025-11-19 00:00:00,Buy,2357.TW,華碩,4,570.00,"2,280.00",3.00,,"2,283.00",永豐大戶投,永豐台中分行,
2025-11-19 00:00:00,Buy,0050.TW,元大台灣50,20,60.30,"1,206.00",1.00,,"1,207.00",永豐大戶投,永豐台中分行,
2025-11-19 00:00:00,Buy,0050.TW,元大台灣50,20,60.20,"1,204.00",1.00,,"1,205.00",永豐大戶投,永豐台中分行,
2025-11-17 00:00:00,Sell,6411.TWO,晶焱,110,82.00,"9,020.00",12.00,27.00,"8,981.00",永豐大戶投,永豐台中分行,
2025-11-17 00:00:00,Sell,5434.TW,崇越,15,308.00,"4,620.00",6.00,13.00,"4,601.00",永豐大戶投,永豐台中分行,
2025-11-17 00:00:00,Sell,IGV,"iShares Expanded Tech-Software ",3,USD 106.50,USD 319.50,,,USD 319.50,Firstrade,Firstrade,
2025-11-17 00:00:00,Buy,CLS,"Celestica, Inc.",1,USD 317.50,USD 317.50,,,USD 317.50,Firstrade,Firstrade,
2025-11-17 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00018819,"USD 95,648.02",USD 18.00,,,USD 18.00,Binance,Binance,
2025-11-17 00:00:00,Buy,ETH-USD,Ethereum USD,0.00191361,"USD 3,135.44",USD 6.00,,,USD 6.00,Binance,Binance,
2025-11-17 00:00:00,Buy,SOL-USD,Solana USD,0.01077082,USD 139.27,USD 1.50,,,USD 1.50,Binance,Binance,
2025-11-17 00:00:00,Buy,TAO22974-USD,TAO,0.00276058,USD 340.51,USD 0.94,,,USD 0.94,Binance,Binance,
2025-11-17 00:00:00,Buy,LINK,Chainlink,0.06487113,USD 13.87,USD 0.90,,,USD 0.90,Binance,Binance,
2025-11-17 00:00:00,Buy,AVAX,Avalanche,0.05888426,USD 15.28,USD 0.90,,,USD 0.90,Binance,Binance,
2025-11-17 00:00:00,Buy,XRP-USD,XRP USD,0.40065686,USD 2.25,USD 0.90,,,USD 0.90,Binance,Binance,
2025-11-17 00:00:00,Buy,ADA-USD,Cardano USD,1.82909229,USD 0.49,USD 0.90,,,USD 0.90,Binance,Binance,
2025-11-16 00:00:00,Sell,6940.TWO,格斯科技,"1,000",30.95,"30,950.00",44.00,92.00,"30,814.00",永豐大戶投,永豐台中分行,
2025-11-16 00:00:00,Sell,6739.TWO,竹陞科技,13,694.00,"9,022.00",12.00,27.00,"8,983.00",永豐大戶投,永豐台中分行,
2025-11-12 00:00:00,Buy,GOOG,Alphabet Inc.,1,USD 289.00,USD 289.00,,,USD 289.00,Firstrade,Firstrade,
2025-11-11 00:00:00,Buy,6940.TWO,格斯科技,"1,000",33.00,"33,000.00",47.00,,"33,047.00",永豐大戶投,永豐台中分行,
2025-11-11 00:00:00,Sell,5434.TW,崇越,33,321.00,"10,593.00",15.00,31.00,"10,547.00",永豐大戶投,永豐台中分行,
2025-11-11 00:00:00,Buy,2481.TW,強茂,60,83.00,"4,980.00",7.00,,"4,987.00",永豐大戶投,永豐台中分行,
2025-11-10 00:00:00,Buy,5371.TWO,中光電,18,89.00,"1,602.00",2.00,,"1,604.00",永豐大戶投,永豐台中分行,
2025-11-10 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00016804,"USD 107,117.35",USD 18.00,,,USD 18.00,Binance,Binance,
2025-11-10 00:00:00,Buy,ETH-USD,Ethereum USD,0.00163259,"USD 3,675.14",USD 6.00,,,USD 6.00,Binance,Binance,
2025-11-10 00:00:00,Buy,SOL-USD,Solana USD,0.00889685,USD 168.60,USD 1.50,,,USD 1.50,Binance,Binance,
2025-11-10 00:00:00,Buy,XRP-USD,XRP USD,0.37222977,USD 2.42,USD 0.90,,,USD 0.90,Binance,Binance,
2025-11-10 00:00:00,Buy,AVAX,Avalanche,0.04979216,USD 18.08,USD 0.90,,,USD 0.90,Binance,Binance,
2025-11-10 00:00:00,Buy,TAO22974-USD,TAO,0.00230821,USD 389.91,USD 0.90,,,USD 0.90,Binance,Binance,
2025-11-10 00:00:00,Buy,LINK,Chainlink,0.05534077,USD 16.26,USD 0.90,,,USD 0.90,Binance,Binance,
2025-11-10 00:00:00,Buy,ADA-USD,Cardano USD,1.52513473,USD 0.59,USD 0.90,,,USD 0.90,Binance,Binance,
2025-11-07 00:00:00,Sell,6741.TWO,91APP INC,85,71.00,"6,035.00",8.00,18.00,"6,009.00",永豐大戶投,永豐台中分行,
2025-11-07 00:00:00,Sell,2481.TW,強茂,50,78.60,"3,930.00",5.00,11.00,"3,914.00",永豐大戶投,永豐台中分行,
2025-11-07 00:00:00,Sell,IGV,"iShares Expanded Tech-Software ",2,USD 108.00,USD 216.00,,,USD 216.00,Firstrade,Firstrade,
2025-11-07 00:00:00,Dividend,SHY,SHY,29,,USD 7.62,,USD 2.29,USD 5.33,Firstrade,,
2025-11-07 00:00:00,Dividend,ASML,ASML Holding N.V. - New York Re,1,,USD 1.89,,USD 0.28,USD 1.61,Firstrade,,
2025-11-06 00:00:00,Buy,6739.TWO,竹陞科技,13,770.00,"10,010.00",14.00,,"10,024.00",永豐大戶投,永豐台中分行,
2025-11-06 00:00:00,Buy,6411.TWO,晶焱,110,87.50,"9,625.00",14.00,,"9,639.00",永豐大戶投,永豐台中分行,
2025-11-06 00:00:00,Sell,6690.TWO,安碁資訊,55,176.00,"9,680.00",14.00,29.00,"9,637.00",永豐大戶投,永豐台中分行,
2025-11-06 00:00:00,Sell,6488.TWO,環球晶,15,411.50,"6,172.50",9.00,19.00,"6,144.50",永豐大戶投,永豐台中分行,
2025-11-06 00:00:00,Buy,2481.TW,強茂,60,80.30,"4,818.00",7.00,,"4,825.00",永豐大戶投,永豐台中分行,
2025-11-06 00:00:00,Sell,6741.TWO,91APP INC,50,70.50,"3,525.00",5.00,11.00,"3,509.00",永豐大戶投,永豐台中分行,
2025-11-06 00:00:00,Sell,6741.TWO,91APP INC,26,71.10,"1,848.60",3.00,6.00,"1,839.60",永豐大戶投,永豐台中分行,
2025-11-06 00:00:00,Sell,6741.TWO,91APP INC,15,71.40,"1,071.00",2.00,3.00,"1,066.00",永豐大戶投,永豐台中分行,
2025-11-04 00:00:00,Buy,2383.TW,台光電,2,"1,475.00","2,950.00",4.00,,"2,954.00",永豐大戶投,永豐台中分行,
2025-11-04 00:00:00,Buy,2383.TW,台光電,2,"1,470.00","2,940.00",4.00,,"2,944.00",永豐大戶投,永豐台中分行,
2025-11-03 00:00:00,Buy,5371.TWO,中光電,22,93.00,"2,046.00",2.00,,"2,048.00",永豐大戶投,永豐台中分行,
2025-11-03 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00016587,"USD 108,518.72",USD 18.00,,,USD 18.00,Binance,Binance,
2025-11-03 00:00:00,Buy,ETH-USD,Ethereum USD,0.0015965,"USD 3,758.22",USD 6.00,,,USD 6.00,Binance,Binance,
2025-11-03 00:00:00,Buy,SOL-USD,Solana USD,0.00835606,USD 179.51,USD 1.50,,,USD 1.50,Binance,Binance,
2025-11-03 00:00:00,Buy,XRP-USD,XRP USD,0.36520688,USD 2.46,USD 0.90,,,USD 0.90,Binance,Binance,
2025-11-03 00:00:00,Buy,TAO22974-USD,TAO,0.00187666,USD 479.58,USD 0.90,,,USD 0.90,Binance,Binance,
2025-11-03 00:00:00,Buy,AVAX,Avalanche,0.05066059,USD 17.77,USD 0.90,,,USD 0.90,Binance,Binance,
2025-11-03 00:00:00,Buy,ADA-USD,Cardano USD,1.54436208,USD 0.58,USD 0.90,,,USD 0.90,Binance,Binance,
2025-11-03 00:00:00,Buy,LINK,Chainlink,0.05440365,USD 16.54,USD 0.90,,,USD 0.90,Binance,Binance,
2025-10-31 00:00:00,Buy,2383.TW,台光電,2,"1,365.00","2,730.00",3.00,,"2,733.00",永豐大戶投,永豐台中分行,
2025-10-30 00:00:00,Buy,CLS,"Celestica, Inc.",1,USD 337.77,USD 337.77,,,USD 337.77,Firstrade,Firstrade,
2025-10-30 00:00:00,Sell,FLEX,Flex Ltd.,4,USD 64.40,USD 257.60,,,USD 257.60,Firstrade,Firstrade,
2025-10-30 00:00:00,Sell,OXY,Occidental Petroleum Corporatio,4,USD 41.00,USD 164.00,,,USD 164.00,Firstrade,Firstrade,
2025-10-30 00:00:00,Buy,XLV,SPDR Select Sector Fund - Healt,1,USD 145.00,USD 145.00,,,USD 145.00,Firstrade,Firstrade,
2025-10-29 00:00:00,Sell,3443.TW,創意,8,"1,475.00","11,800.00",16.00,35.00,"11,749.00",永豐大戶投,永豐台中分行,
2025-10-29 00:00:00,Buy,6488.TWO,環球晶,5,519.00,"2,595.00",3.00,,"2,598.00",永豐大戶投,永豐台中分行,
2025-10-29 00:00:00,Buy,3227.TWO,原相,10,238.00,"2,380.00",3.00,,"2,383.00",永豐大戶投,永豐台中分行,
2025-10-28 00:00:00,Buy,6442.TW,光聖,5,934.00,"4,670.00",6.00,,"4,676.00",永豐大戶投,永豐台中分行,
2025-10-27 00:00:00,Buy,3665.TW,貿聯-KY,1,"1,370.00","1,370.00",1.00,,"1,371.00",永豐大戶投,永豐台中分行,
2025-10-27 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00023305,"USD 111,564.04",USD 26.00,,,USD 26.00,Binance,Binance,
2025-10-27 00:00:00,Buy,ETH-USD,Ethereum USD,0.00147069,"USD 4,079.72",USD 6.00,,,USD 6.00,Binance,Binance,
2025-10-27 00:00:00,Buy,LINK,Chainlink,0.10655165,USD 18.77,USD 2.00,,,USD 2.00,Binance,Binance,
2025-10-27 00:00:00,Buy,SOL-USD,Solana USD,0.01028989,USD 194.37,USD 2.00,,,USD 2.00,Binance,Binance,
2025-10-27 00:00:00,Buy,AVAX,Avalanche,0.09529145,USD 20.99,USD 2.00,,,USD 2.00,Binance,Binance,
2025-10-27 00:00:00,Buy,ADA-USD,Cardano USD,1.77779769,USD 0.67,USD 1.20,,,USD 1.20,Binance,Binance,
2025-10-27 00:00:00,Buy,XRP-USD,XRP USD,0.32291851,USD 2.48,USD 0.80,,,USD 0.80,Binance,Binance,
2025-10-24 00:00:00,Buy,CLS,"Celestica, Inc.",1,USD 297.50,USD 297.50,,,USD 297.50,Firstrade,Firstrade,
2025-10-23 00:00:00,Buy,6488.TWO,環球晶,10,536.00,"5,360.00",7.00,,"5,367.00",永豐大戶投,永豐台中分行,
2025-10-23 00:00:00,Buy,XLV,SPDR Select Sector Fund - Healt,1,USD 145.00,USD 145.00,,,USD 145.00,Firstrade,Firstrade,
2025-10-23 00:00:00,Buy,FLEX,Flex Ltd.,1,USD 63.80,USD 63.80,,,USD 63.80,Firstrade,Firstrade,
2025-10-22 00:00:00,Sell,6739.TWO,竹陞科技,11,781.00,"8,591.00",12.00,25.00,"8,554.00",永豐大戶投,永豐台中分行,
2025-10-22 00:00:00,Buy,2481.TW,強茂,50,98.70,"4,935.00",7.00,,"4,942.00",永豐大戶投,永豐台中分行,
2025-10-22 00:00:00,Sell,XLV,SPDR Select Sector Fund - Healt,1,USD 145.27,USD 145.27,,,USD 145.27,Firstrade,Firstrade,
2025-10-22 00:00:00,Sell,OXY,Occidental Petroleum Corporatio,3,USD 41.70,USD 125.10,,,USD 125.10,Firstrade,Firstrade,
2025-10-21 00:00:00,Buy,3227.TWO,原相,15,244.00,"3,660.00",5.00,,"3,665.00",永豐大戶投,永豐台中分行,
2025-10-21 00:00:00,Buy,3227.TWO,原相,10,243.50,"2,435.00",3.00,,"2,438.00",永豐大戶投,永豐台中分行,
2025-10-21 00:00:00,Buy,8299.TWO,群聯,1,868.00,868.00,1.00,,869.00,永豐大戶投,永豐台中分行,
2025-10-21 00:00:00,Sell,AMZN,"Amazon.com, Inc.",2,USD 215.00,USD 430.00,,,USD 430.00,Firstrade,Firstrade,
2025-10-21 00:00:00,Buy,AMZN,"Amazon.com, Inc.",1,USD 214.74,USD 214.74,,,USD 214.74,Firstrade,Firstrade,
2025-10-21 00:00:00,Buy,MU,"Micron Technology, Inc.",1,USD 208.00,USD 208.00,,,USD 208.00,Firstrade,Firstrade,
2025-10-20 00:00:00,Buy,6442.TW,光聖,11,870.00,"9,570.00",13.00,,"9,583.00",永豐大戶投,永豐台中分行,
2025-10-20 00:00:00,Sell,6770.TW,力積電,240,29.80,"7,152.00",10.00,21.00,"7,121.00",永豐大戶投,永豐台中分行,
2025-10-20 00:00:00,Deposit,,,,,USD 329.00,,,USD 329.00,Binance,,
2025-10-20 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00023305,"USD 111,564.04",USD 26.00,,,USD 26.00,Binance,Binance,
2025-10-20 00:00:00,Buy,ETH-USD,Ethereum USD,0.00147069,"USD 4,079.72",USD 6.00,,,USD 6.00,Binance,Binance,
2025-10-20 00:00:00,Buy,AVAX,Avalanche,0.09529145,USD 20.99,USD 2.00,,,USD 2.00,Binance,Binance,
2025-10-20 00:00:00,Buy,LINK,Chainlink,0.10655165,USD 18.77,USD 2.00,,,USD 2.00,Binance,Binance,
2025-10-20 00:00:00,Buy,SOL-USD,Solana USD,0.01028989,USD 194.37,USD 2.00,,,USD 2.00,Binance,Binance,
2025-10-20 00:00:00,Buy,ADA-USD,Cardano USD,1.77779796,USD 0.67,USD 1.20,,,USD 1.20,Binance,Binance,
2025-10-20 00:00:00,Buy,XRP-USD,XRP USD,0.32291851,USD 2.48,USD 0.80,,,USD 0.80,Binance,Binance,
2025-10-17 00:00:00,Buy,5371.TWO,中光電,24,106.00,"2,544.00",3.00,,"2,547.00",永豐大戶投,永豐台中分行,
2025-10-17 00:00:00,Buy,3227.TWO,原相,10,236.00,"2,360.00",3.00,,"2,363.00",永豐大戶投,永豐台中分行,
2025-10-17 00:00:00,Sell,VOO,Vanguard S&P 500 ETF,1,USD 614.00,USD 614.00,,,USD 614.00,Firstrade,Firstrade,
2025-10-17 00:00:00,Buy,CLS,"Celestica, Inc.",1,USD 284.50,USD 284.50,,,USD 284.50,Firstrade,Firstrade,
2025-10-17 00:00:00,Buy,FLEX,Flex Ltd.,3,USD 64.00,USD 192.00,,,USD 192.00,Firstrade,Firstrade,
2025-10-17 00:00:00,Sell,NVDA,NVIDIA Corporation,1,USD 182.50,USD 182.50,,,USD 182.50,Firstrade,Firstrade,
2025-10-16 00:00:00,Buy,3653.TW,健策,1,"2,350.00","2,350.00",3.00,,"2,353.00",永豐大戶投,永豐台中分行,
2025-10-14 00:00:00,Buy,3665.TW,貿聯-KY,2,"1,200.00","2,400.00",3.00,,"2,403.00",永豐大戶投,永豐台中分行,
2025-10-14 00:00:00,Buy,3665.TW,貿聯-KY,2,"1,185.00","2,370.00",3.00,,"2,373.00",永豐大戶投,永豐台中分行,
2025-10-13 00:00:00,Sell,2408.TW,南亞科,185,93.70,"17,334.50",24.00,52.00,"17,258.50",永豐大戶投,永豐台中分行,
2025-10-13 00:00:00,Sell,6789.TW,采鈺,41,256.50,"10,516.50",14.00,31.00,"10,471.50",永豐大戶投,永豐台中分行,
2025-10-13 00:00:00,Buy,6739.TWO,竹陞科技,11,895.00,"9,845.00",14.00,,"9,859.00",永豐大戶投,永豐台中分行,
2025-10-13 00:00:00,Sell,6456.TW,GIS-KY,176,55.50,"9,768.00",13.00,29.00,"9,726.00",永豐大戶投,永豐台中分行,
2025-10-13 00:00:00,Sell,3406.TW,玉晶光,23,411.50,"9,464.50",13.00,28.00,"9,423.50",永豐大戶投,永豐台中分行,
2025-10-13 00:00:00,Buy,2308.TW,台達電,9,"1,005.00","9,045.00",12.00,,"9,057.00",永豐大戶投,永豐台中分行,
2025-10-13 00:00:00,Sell,3563.TW,牧德,18,502.00,"9,036.00",12.00,27.00,"8,997.00",永豐大戶投,永豐台中分行,
2025-10-13 00:00:00,Buy,2357.TW,華碩,4,692.00,"2,768.00",3.00,,"2,771.00",永豐大戶投,永豐台中分行,
2025-10-13 00:00:00,Buy,3665.TW,貿聯-KY,2,"1,095.00","2,190.00",3.00,,"2,193.00",永豐大戶投,永豐台中分行,
2025-10-13 00:00:00,Buy,GOOG,Alphabet Inc.,1,USD 242.24,USD 242.24,,,USD 242.24,Firstrade,Firstrade,
2025-10-13 00:00:00,Sell,AMZN,"Amazon.com, Inc.",1,USD 218.50,USD 218.50,,,USD 218.50,Firstrade,Firstrade,
2025-10-13 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00022325,"USD 116,461.37",USD 26.00,,,USD 26.00,Binance,Binance,
2025-10-13 00:00:00,Buy,ETH-USD,Ethereum USD,0.00143016,"USD 4,195.33",USD 6.00,,,USD 6.00,Binance,Binance,
2025-10-13 00:00:00,Buy,AVAX,Avalanche,0.08964465,USD 22.31,USD 2.00,,,USD 2.00,Binance,Binance,
2025-10-13 00:00:00,Buy,SOL-USD,Solana USD,0.01006252,USD 198.76,USD 2.00,,,USD 2.00,Binance,Binance,
2025-10-13 00:00:00,Buy,LINK,Chainlink,0.10494761,USD 19.06,USD 2.00,,,USD 2.00,Binance,Binance,
2025-10-13 00:00:00,Buy,ADA-USD,Cardano USD,1.7068698,USD 0.70,USD 1.20,,,USD 1.20,Binance,Binance,
2025-10-13 00:00:00,Buy,XRP-USD,XRP USD,0.31443891,USD 2.54,USD 0.80,,,USD 0.80,Binance,Binance,
2025-10-11 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00022899,"USD 110,790.86",USD 25.37,,,USD 25.37,Binance,Binance,
2025-10-11 00:00:00,Buy,ETH-USD,Ethereum USD,0.00156842,"USD 3,825.51",USD 6.00,,,USD 6.00,Binance,Binance,
2025-10-11 00:00:00,Buy,AVAX,Avalanche,0.08999711,USD 22.22,USD 2.00,,,USD 2.00,Binance,Binance,
2025-10-11 00:00:00,Buy,LINK,Chainlink,0.11260414,USD 17.76,USD 2.00,,,USD 2.00,Binance,Binance,
2025-10-11 00:00:00,Buy,SOL-USD,Solana USD,0.01074775,USD 186.09,USD 2.00,,,USD 2.00,Binance,Binance,
2025-10-11 00:00:00,Buy,ADA-USD,Cardano USD,1.81700425,USD 0.66,USD 1.20,,,USD 1.20,Binance,Binance,
2025-10-11 00:00:00,Buy,XRP-USD,XRP USD,0.32584081,USD 2.46,USD 0.80,,,USD 0.80,Binance,Binance,
2025-10-09 00:00:00,Buy,3653.TW,健策,1,"2,285.00","2,285.00",3.00,,"2,288.00",永豐大戶投,永豐台中分行,
2025-10-08 00:00:00,Sell,6940.TWO,格斯科技,"1,000",32.30,"32,300.00",46.00,96.00,"32,158.00",永豐大戶投,永豐台中分行,
2025-10-08 00:00:00,Sell,6456.TW,GIS-KY,170,58.00,"9,860.00",14.00,29.00,"9,817.00",永豐大戶投,永豐台中分行,
2025-10-08 00:00:00,Buy,3227.TWO,原相,10,239.00,"2,390.00",3.00,,"2,393.00",永豐大戶投,永豐台中分行,
2025-10-08 00:00:00,Buy,6770.TW,力積電,70,28.80,"2,016.00",2.00,,"2,018.00",永豐大戶投,永豐台中分行,
2025-10-07 00:00:00,Sell,6789.TW,采鈺,41,273.50,"11,213.50",15.00,33.00,"11,165.50",永豐大戶投,永豐台中分行,
2025-10-07 00:00:00,Buy,6770.TW,力積電,170,29.55,"5,023.50",7.00,,"5,030.50",永豐大戶投,永豐台中分行,
2025-10-07 00:00:00,Buy,3227.TWO,原相,20,251.00,"5,020.00",7.00,,"5,027.00",永豐大戶投,永豐台中分行,
2025-10-07 00:00:00,Buy,8299.TWO,群聯,2,852.00,"1,704.00",2.00,,"1,706.00",永豐大戶投,永豐台中分行,
2025-10-06 00:00:00,Buy,BTC-USD,Bitcoin USD,0.00015768,"USD 123,668.19",USD 19.50,,,USD 19.50,Binance,Binance,
2025-10-06 00:00:00,Dividend,SHY,SHY,30,,USD 7.69,,USD 2.31,USD 5.38,Firstrade,,
2025-10-06 00:00:00,Buy,ETH-USD,Ethereum USD,0.00099684,"USD 4,514.27",USD 4.50,,,USD 4.50,Binance,Binance,
2025-10-06 00:00:00,Buy,SOL-USD,Solana USD,0.00653481,USD 229.54,USD 1.50,,,USD 1.50,Binance,Binance,
2025-10-06 00:00:00,Buy,LINK,Chainlink,0.06908445,USD 21.71,USD 1.50,,,USD 1.50,Binance,Binance,
2025-10-06 00:00:00,Buy,AVAX,Avalanche,0.04965273,USD 30.21,USD 1.50,,,USD 1.50,Binance,Binance,
